ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7957569,HT177880,02/25/2011 09:59:34 AM,001XX W 35TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,true,false,0924,009,11,34,18,1175739,1881773,2011,02/10/2018 03:50:01 PM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
7947150,HT178358,02/25/2011 03:00:00 PM,040XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0214,002,3,38,06,1178263,1878368,2011,02/10/2018 03:50:01 PM,41.821553466,-87.621546109,"(41.821553466, -87.621546109)"
7952207,HT183993,02/25/2011 03:00:00 PM,079XX S JEFFERY BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CTA BUS,true,false,0414,004,8,46,26,1190912,1852820,2011,02/10/2018 03:50:01 PM,41.751151039,-87.575969317,"(41.751151039, -87.575969317)"
7946725,HT178446,02/25/2011 03:50:00 PM,069XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,0322,003,6,69,03,1177495,1859111,2011,02/10/2018 03:50:01 PM,41.768727829,-87.624945647,"(41.768727829, -87.624945647)"
7946752,HT178473,02/25/2011 04:15:00 PM,005XX S KEDZIE AVE,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,1134,011,24,27,08B,1155124,1897322,2011,02/10/2018 03:50:01 PM,41.874060099,-87.705924314,"(41.874060099, -87.705924314)"
7947795,HT178649,02/25/2011 05:55:00 PM,031XX S WESTERN AVE,0880,THEFT,PURSE-SNATCHING,CTA BUS,false,false,0913,009,12,31,06,1160938,1884070,2011,02/10/2018 03:50:01 PM,41.837576666,-87.684945388,"(41.837576666, -87.684945388)"
7947074,HT178731,02/25/2011 06:50:00 PM,046XX N BROADWAY,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,2311,019,46,3,03,1167942,1930944,2011,02/10/2018 03:50:01 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
7956206,HT183700,02/25/2011 07:00:00 PM,058XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,2012,020,40,77,06,1164631,1938572,2011,02/10/2018 03:50:01 PM,41.987056478,-87.669847057,"(41.987056478, -87.669847057)"
7947068,HT178819,02/25/2011 07:30:00 PM,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,true,false,0132,001,2,32,18,1176517,1895340,2011,02/10/2018 03:50:01 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
7947660,HT179796,02/25/2011 09:30:00 PM,004XX S HALSTED ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1213,012,2,28,06,1171119,1898086,2011,02/10/2018 03:50:01 PM,41.875820724,-87.647175913,"(41.875820724, -87.647175913)"
7947287,HT179094,02/25/2011 11:50:00 PM,004XX S WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,1135,011,2,28,03,1160478,1897788,2011,02/10/2018 03:50:01 PM,41.875229772,-87.686253982,"(41.875229772, -87.686253982)"
7947446,HT179311,02/26/2011 02:00:00 AM,009XX W BELMONT AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1932,019,44,6,06,1169269,1921430,2011,02/10/2018 03:50:01 PM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
7947542,HT179630,02/26/2011 03:00:00 AM,012XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1821,018,42,8,06,1175314,1908524,2011,02/10/2018 03:50:01 PM,41.904370109,-87.631460067,"(41.904370109, -87.631460067)"
7947629,HT179670,02/26/2011 12:35:00 PM,011XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,2312,019,46,3,06,1167822,1932033,2011,02/10/2018 03:50:01 PM,41.969044846,-87.658300072,"(41.969044846, -87.658300072)"
7957717,HT179782,02/26/2011 01:45:00 PM,008XX N STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1832,018,42,8,03,1176223,1905805,2011,02/10/2018 03:50:01 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
7947773,HT179859,02/26/2011 03:35:00 PM,002XX W GARFIELD BLVD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,0934,009,3,37,08B,1175647,1868500,2011,02/10/2018 03:50:01 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
7948354,HT180779,02/26/2011 03:45:00 PM,003XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0123,001,2,32,06,1176426,1898869,2011,02/10/2018 03:50:01 PM,41.877851248,-87.627667105,"(41.877851248, -87.627667105)"
7948604,HT181143,02/26/2011 04:00:00 PM,032XX N CLARK ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,CTA BUS,false,false,1924,019,44,6,06,1169876,1921615,2011,02/10/2018 03:50:01 PM,41.940412833,-87.651052567,"(41.940412833, -87.651052567)"
7947834,HT179945,02/26/2011 04:35:00 PM,012XX N ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,true,false,1424,014,1,24,18,1165506,1908134,2011,02/10/2018 03:50:01 PM,41.90351448,-87.667498444,"(41.90351448, -87.667498444)"
7947837,HT180025,02/26/2011 05:40:00 PM,002XX N CONSERVATORY DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1122,011,28,27,11,1152133,1901395,2011,02/10/2018 03:50:01 PM,41.885296316,-87.716798514,"(41.885296316, -87.716798514)"
7947821,HT180016,02/26/2011 05:57:00 PM,059XX S RACINE AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0713,007,16,67,06,1169339,1865300,2011,02/10/2018 03:50:01 PM,41.785891646,-87.654662395,"(41.785891646, -87.654662395)"
7948596,HT181129,02/26/2011 06:22:00 PM,002XX N STATE ST,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0122,001,42,32,06,1176327,1901797,2011,02/10/2018 03:50:01 PM,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
7947944,HT180198,02/26/2011 08:20:00 PM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1832,018,42,8,11,1176223,1905805,2011,02/10/2018 03:50:01 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
7950207,HT180226,02/26/2011 08:35:00 PM,004XX E 63RD ST,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS,false,false,0312,003,20,42,04B,1180488,1863342,2011,02/10/2018 03:50:01 PM,41.780269946,-87.613845139,"(41.780269946, -87.613845139)"
7948713,HT180254,02/26/2011 08:45:00 PM,003XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0123,001,2,32,06,1176426,1898874,2011,02/10/2018 03:50:01 PM,41.877864969,-87.627666954,"(41.877864969, -87.627666954)"
7949353,HT180742,02/27/2011 08:00:00 AM,075XX N PAULINA AVE,0330,ROBBERY,AGGRAVATED,CTA TRAIN,false,false,2422,024,49,1,03,1163690,1950023,2011,02/10/2018 03:50:01 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)"
7948662,HT181027,02/27/2011 01:00:00 PM,033XX W LAWRENCE AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS STOP,true,false,1713,017,33,14,08B,1153052,1931690,2011,02/10/2018 03:50:01 PM,41.96841012,-87.712618424,"(41.96841012, -87.712618424)"
7948896,HT181350,02/27/2011 05:45:00 PM,002XX S DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0112,001,42,32,06,1175967,1899280,2011,02/10/2018 03:50:01 PM,41.8789894,-87.629340042,"(41.8789894, -87.629340042)"
7948802,HT181355,02/27/2011 06:45:00 PM,002XX W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,true,false,0934,009,3,37,18,1175647,1868500,2011,02/10/2018 03:50:01 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
7948924,HT181554,02/27/2011 09:50:00 PM,001XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS STOP,true,false,1331,012,27,27,18,1155021,1900915,2011,02/10/2018 03:50:01 PM,41.883921722,-87.70620609,"(41.883921722, -87.70620609)"
7949313,HT181565,02/27/2011 10:05:09 PM,001XX S DEARBORN ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,0112,001,42,32,03,1175956,1899771,2011,02/10/2018 03:50:01 PM,41.88033698,-87.629365643,"(41.88033698, -87.629365643)"
7949265,HT181752,02/28/2011 06:45:00 AM,002XX W QUINCY ST,1570,SEX OFFENSE,PUBLIC INDECENCY,CTA TRAIN,false,false,0112,001,2,32,17,1174626,1899169,2011,02/10/2018 03:50:01 PM,41.878714888,-87.634267218,"(41.878714888, -87.634267218)"
7949752,HT181859,02/28/2011 08:30:00 AM,076XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,0612,006,17,71,14,1169643,1854247,2011,02/10/2018 03:50:01 PM,41.755554244,-87.653867946,"(41.755554244, -87.653867946)"
7949861,HT181917,02/28/2011 08:40:00 AM,008XX N STATE ST,1570,SEX OFFENSE,PUBLIC INDECENCY,CTA TRAIN,false,false,1832,018,42,8,17,1176223,1905805,2011,02/10/2018 03:50:01 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
7950203,HT182327,02/28/2011 01:30:00 PM,079XX S COTTAGE GROVE AVE,0880,THEFT,PURSE-SNATCHING,CTA BUS,false,false,0624,006,6,44,06,1182930,1852635,2011,02/10/2018 03:50:01 PM,41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
7950170,HT182497,02/28/2011 03:00:00 PM,0000X E 35TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,true,false,2113,002,3,35,03,1177046,1881845,2011,02/10/2018 03:50:01 PM,41.831122218,-87.62590563,"(41.831122218, -87.62590563)"
7952313,HT182492,02/28/2011 03:27:00 PM,034XX W HOLLYWOOD AVE,0820,THEFT,$500 AND UNDER,CTA BUS STOP,false,false,1711,017,39,13,06,1152601,1937667,2011,02/10/2018 03:50:01 PM,41.984820315,-87.714117874,"(41.984820315, -87.714117874)"
7950573,HT183053,02/28/2011 03:30:00 PM,055XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0233,002,3,40,06,1177219,1868295,2011,02/10/2018 03:50:01 PM,41.793935909,-87.625680278,"(41.793935909, -87.625680278)"
7950177,HT182581,02/28/2011 04:01:00 PM,005XX S KEDZIE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1134,011,24,27,11,1155124,1897322,2011,02/10/2018 03:50:01 PM,41.874060099,-87.705924314,"(41.874060099, -87.705924314)"
7950222,HT182650,02/28/2011 04:45:00 PM,015XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1821,018,43,8,06,1173364,1910604,2011,02/10/2018 03:50:01 PM,41.910121292,-87.638560993,"(41.910121292, -87.638560993)"
7950530,HT182645,02/28/2011 05:00:00 PM,079XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,0621,006,17,71,14,1172343,1852312,2011,02/10/2018 03:50:01 PM,41.750185415,-87.644029945,"(41.750185415, -87.644029945)"
7952466,HT183127,02/28/2011 05:30:00 PM,046XX N BROADWAY,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,2311,019,46,3,06,1167942,1930944,2011,02/10/2018 03:50:01 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
7952052,HT184356,02/28/2011 05:50:00 PM,002XX S WELLS ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,0112,001,2,32,06,1174763,1899355,2011,02/10/2018 03:50:01 PM,41.87922222,-87.633758619,"(41.87922222, -87.633758619)"
7950462,HT182989,02/28/2011 08:37:00 PM,035XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,false,false,2122,002,4,36,14,1181307,1881665,2011,02/10/2018 03:50:01 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
7950568,HT183144,02/28/2011 09:30:00 PM,009XX W FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1812,018,43,7,03,1169577,1916141,2011,02/10/2018 03:50:01 PM,41.925398449,-87.652311296,"(41.925398449, -87.652311296)"
7983353,HT215214,02/28/2011 10:30:00 PM,032XX N CLARK ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1924,019,44,6,06,1169876,1921615,2011,02/10/2018 03:50:01 PM,41.940412833,-87.651052567,"(41.940412833, -87.651052567)"
7953189,HT185117,03/01/2011 09:00:00 AM,003XX S DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,false,false,0112,001,2,32,11,1175984,1898865,2011,02/10/2018 03:50:01 PM,41.877850233,-87.629290122,"(41.877850233, -87.629290122)"
7964248,HT185232,03/01/2011 09:30:00 AM,0000X S DEARBORN ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0112,001,42,32,06,1175947,1900192,2011,02/10/2018 03:50:01 PM,41.881492431,-87.62938601,"(41.881492431, -87.62938601)"
7951906,HT184155,03/01/2011 02:30:00 PM,001XX W CERMAK RD,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,2111,009,25,34,06,1175616,1889758,2011,02/10/2018 03:50:01 PM,41.852868298,-87.63091491,"(41.852868298, -87.63091491)"
7951893,HT184050,03/01/2011 03:10:00 PM,020XX W GARFIELD BLVD,0460,BATTERY,SIMPLE,CTA BUS,false,false,0915,009,16,61,08B,1163878,1868181,2011,02/10/2018 03:50:01 PM,41.793914018,-87.674604165,"(41.793914018, -87.674604165)"
7951950,HT184238,03/01/2011 03:25:00 PM,001XX W 35TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,0924,009,11,34,03,1175739,1881773,2011,02/10/2018 03:50:01 PM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
7951958,HT184220,03/01/2011 03:30:00 PM,032XX W BELMONT AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,1733,017,35,21,03,1154442,1921103,2011,02/10/2018 03:50:01 PM,41.939330941,-87.707791583,"(41.939330941, -87.707791583)"
7951896,HT184163,03/01/2011 04:30:00 PM,079XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0611,006,21,71,06,1167051,1852166,2011,02/10/2018 03:50:01 PM,41.749899475,-87.663426378,"(41.749899475, -87.663426378)"
7952014,HT184337,03/01/2011 04:30:00 PM,063XX S COTTAGE GROVE AVE,0870,THEFT,POCKET-PICKING,CTA BUS STOP,false,false,0312,003,20,42,06,1182650,1863246,2011,02/10/2018 03:50:01 PM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
7952028,HT184249,03/01/2011 04:45:00 PM,002XX W 47TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,true,false,0935,009,3,37,03,1175476,1873816,2011,02/10/2018 03:50:01 PM,41.809125265,-87.631906508,"(41.809125265, -87.631906508)"
7952059,HT184349,03/01/2011 04:58:00 PM,008XX N MILWAUKEE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM,true,false,1323,012,27,24,24,1168732,1905582,2011,02/10/2018 03:50:01 PM,41.896442307,-87.655722728,"(41.896442307, -87.655722728)"
7952033,HT184271,03/01/2011 05:00:00 PM,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,true,false,0132,001,2,32,18,1176517,1895340,2011,02/10/2018 03:50:01 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
7952026,HT184236,03/01/2011 05:15:00 PM,002XX E 35TH ST,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0211,002,3,35,06,1178293,1881834,2011,02/10/2018 03:50:01 PM,41.831063762,-87.621330678,"(41.831063762, -87.621330678)"
7952142,HT184348,03/01/2011 06:00:00 PM,040XX W NORTH AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,2534,025,30,23,08B,1149391,1910335,2011,02/10/2018 03:50:01 PM,41.909882217,-87.726635552,"(41.909882217, -87.726635552)"
7952256,HT184371,03/01/2011 06:01:00 PM,001XX W 35TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,false,false,0924,009,11,34,03,1175739,1881773,2011,02/10/2018 03:50:01 PM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
7952083,HT184409,03/01/2011 06:55:00 PM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1832,018,42,8,11,1176223,1905805,2011,02/10/2018 03:50:01 PM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)"
7952257,HT184455,03/01/2011 07:15:00 PM,075XX N PAULINA AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA BUS STOP,false,false,2422,024,49,1,04B,1163686,1950068,2011,02/10/2018 03:50:01 PM,42.018621819,-87.672996674,"(42.018621819, -87.672996674)"
7963388,HT184550,03/01/2011 08:40:00 PM,067XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0322,003,6,69,06,1177438,1860407,2011,02/10/2018 03:50:01 PM,41.772285481,-87.625115462,"(41.772285481, -87.625115462)"
7952309,HT184650,03/01/2011 09:25:00 PM,036XX W ADDISON ST,0880,THEFT,PURSE-SNATCHING,CTA TRAIN,true,false,1732,017,35,16,06,1151466,1923690,2011,02/10/2018 03:50:01 PM,41.946488939,-87.718661096,"(41.946488939, -87.718661096)"
7958013,HT184637,03/01/2011 09:40:00 PM,002XX W 63RD ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,0711,007,20,68,06,1175827,1863196,2011,02/10/2018 03:50:01 PM,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
7959597,HT191986,03/02/2011 02:00:00 AM,016XX S HALSTED ST,0810,THEFT,OVER $500,CTA TRAIN,false,false,1233,012,25,31,06,1171296,1892220,2011,02/10/2018 03:50:01 PM,41.859720099,-87.646698312,"(41.859720099, -87.646698312)"
7953206,HT185233,03/02/2011 12:10:00 PM,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,2311,019,46,3,11,1167963,1930704,2011,02/10/2018 03:50:01 PM,41.965394976,-87.657820148,"(41.965394976, -87.657820148)"
7953350,HT185263,03/02/2011 12:45:00 PM,085XX S ASHLAND AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,true,false,0614,006,18,71,08B,1167159,1848187,2011,02/10/2018 03:50:01 PM,41.738978222,-87.663144179,"(41.738978222, -87.663144179)"
7953434,HT185275,03/02/2011 12:45:00 PM,059XX S KEDZIE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,false,false,0822,008,16,66,14,1156065,1865163,2011,02/10/2018 03:50:01 PM,41.785792907,-87.703335272,"(41.785792907, -87.703335272)"
7953520,HT185450,03/02/2011 02:15:00 PM,047XX W LAKE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1113,011,28,25,03,1144646,1901790,2011,02/10/2018 03:50:01 PM,41.886524557,-87.744282439,"(41.886524557, -87.744282439)"
7953580,HT185588,03/02/2011 04:06:00 PM,048XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,CTA BUS,false,false,1623,016,45,11,08B,1139930,1931455,2011,02/10/2018 03:50:01 PM,41.968015993,-87.760873695,"(41.968015993, -87.760873695)"
7953654,HT185672,03/02/2011 04:21:00 PM,005XX S LA SALLE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CTA PLATFORM,true,false,0131,001,2,32,26,1175330,1897939,2011,02/10/2018 03:50:01 PM,41.875323928,-87.631719215,"(41.875323928, -87.631719215)"
7954233,HT186282,03/02/2011 06:20:00 PM,047XX W LAKE ST,0880,THEFT,PURSE-SNATCHING,CTA TRAIN,false,false,1113,011,28,25,06,1144619,1901792,2011,02/10/2018 03:50:01 PM,41.886530554,-87.74438154,"(41.886530554, -87.74438154)"
7953723,HT185809,03/02/2011 06:45:00 PM,012XX N CLARK ST,0810,THEFT,OVER $500,CTA TRAIN,false,false,1821,018,42,8,06,1175314,1908524,2011,02/10/2018 03:50:01 PM,41.904370109,-87.631460067,"(41.904370109, -87.631460067)"
7955889,HT185841,03/02/2011 07:12:00 PM,0000X W ROOSEVELT RD,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,0132,001,2,33,06,1176218,1895058,2011,02/10/2018 03:50:01 PM,41.867398321,-87.628545716,"(41.867398321, -87.628545716)"
7953784,HT185901,03/02/2011 07:50:00 PM,012XX W DIVISION ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,true,false,1433,014,32,24,06,1168185,1908152,2011,02/10/2018 03:50:01 PM,41.903506392,-87.657657406,"(41.903506392, -87.657657406)"
7953850,HT185972,03/02/2011 08:50:00 PM,075XX N PAULINA AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,CTA BUS STOP,true,false,2422,024,49,1,15,1163688,1950049,2011,02/10/2018 03:50:01 PM,42.018569641,-87.672989854,"(42.018569641, -87.672989854)"
7954263,HT186264,03/03/2011 07:35:00 AM,005XX S PULASKI RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1132,011,24,26,11,1149808,1897367,2011,02/10/2018 03:50:01 PM,41.874288556,-87.725441164,"(41.874288556, -87.725441164)"
7954573,HT186418,03/03/2011 09:00:00 AM,011XX S STATE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA PLATFORM,true,false,0132,001,2,32,17,1176517,1895340,2011,02/10/2018 03:50:01 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
7954950,HT186367,03/03/2011 09:15:00 AM,079XX S DAN RYAN EXPY IB,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,false,true,0623,006,6,44,08B,1177547,1852464,2011,02/10/2018 03:50:01 PM,41.750486532,-87.624955674,"(41.750486532, -87.624955674)"
7954766,HT186586,03/03/2011 10:41:00 AM,009XX W ARMITAGE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,CTA PLATFORM,true,false,1812,018,43,7,11,1169534,1913487,2011,02/10/2018 03:50:01 PM,41.918116672,-87.652546718,"(41.918116672, -87.652546718)"
7955098,HT186689,03/03/2011 01:00:00 PM,039XX S COTTAGE GROVE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CTA BUS,false,false,2122,002,4,36,04B,1182257,1879204,2011,02/10/2018 03:50:01 PM,41.823755781,-87.606868273,"(41.823755781, -87.606868273)"
7955127,HT186835,03/03/2011 02:26:00 PM,033XX W IRVING PARK RD,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,true,false,1733,017,33,16,08A,1153593,1926401,2011,02/10/2018 03:50:01 PM,41.95388599,-87.710770479,"(41.95388599, -87.710770479)"
7955695,HT187507,03/03/2011 04:37:00 PM,0000X W 79TH ST,0460,BATTERY,SIMPLE,CTA BUS,true,false,0623,006,6,44,08B,1177483,1852629,2011,02/10/2018 03:50:01 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
7955348,HT187176,03/03/2011 05:50:00 PM,001XX W DIVISION ST,0560,ASSAULT,SIMPLE,CTA BUS,true,false,1824,018,42,8,08A,1175219,1908350,2011,02/10/2018 03:50:01 PM,41.903894777,-87.631814251,"(41.903894777, -87.631814251)"
7956960,HT188436,03/03/2011 07:10:00 PM,032XX N FRANCISCO AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,1733,017,33,21,06,1156483,1921248,2011,02/10/2018 03:50:01 PM,41.939687717,-87.700286379,"(41.939687717, -87.700286379)"
7955578,HT187424,03/03/2011 08:30:00 PM,009XX W FULLERTON AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,1812,018,43,7,08B,1169577,1916141,2011,02/10/2018 03:50:01 PM,41.925398449,-87.652311296,"(41.925398449, -87.652311296)"
7955607,HT187422,03/03/2011 09:19:00 PM,005XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,true,false,1834,018,42,8,18,1176278,1903807,2011,02/10/2018 03:50:01 PM,41.891404732,-87.628061509,"(41.891404732, -87.628061509)"
7957443,HT187600,03/04/2011 12:30:00 AM,006XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,1134,011,24,27,06,1155132,1897053,2011,02/10/2018 03:50:01 PM,41.873321775,-87.705902161,"(41.873321775, -87.705902161)"
7955722,HT187599,03/04/2011 01:00:00 AM,005XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,false,false,1134,011,24,27,08B,1155124,1897322,2011,02/10/2018 03:50:01 PM,41.874060099,-87.705924314,"(41.874060099, -87.705924314)"
7957722,HT187704,03/04/2011 05:03:00 AM,033XX W POTOMAC AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,false,false,1422,014,26,23,03,1153770,1908450,2011,02/10/2018 03:50:01 PM,41.904623485,-87.710599086,"(41.904623485, -87.710599086)"
7961604,HT187828,03/04/2011 09:00:00 AM,028XX E 79TH ST,0820,THEFT,$500 AND UNDER,CTA BUS STOP,false,false,0421,004,7,43,06,1196122,1853124,2011,02/10/2018 03:50:01 PM,41.751857803,-87.556867599,"(41.751857803, -87.556867599)"
7956882,HT188571,03/04/2011 11:00:00 AM,0000X N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0122,001,42,32,06,1176361,1900610,2011,02/10/2018 03:50:01 PM,41.882630118,-87.627853218,"(41.882630118, -87.627853218)"
7956457,HT188009,03/04/2011 11:05:00 AM,020XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,CTA BUS,true,false,1911,019,47,4,08A,1161626,1931870,2011,02/10/2018 03:50:01 PM,41.968729266,-87.681087192,"(41.968729266, -87.681087192)"
7956689,HT188181,03/04/2011 11:39:00 AM,008XX E 63RD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA PLATFORM,true,false,0313,003,20,42,24,1182734,1863414,2011,02/10/2018 03:50:01 PM,41.780415657,-87.605608794,"(41.780415657, -87.605608794)"
7956643,HT188254,03/04/2011 01:30:00 PM,040XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1114,011,28,26,06,1149512,1901446,2011,02/10/2018 03:50:01 PM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
7957541,HT188268,03/04/2011 01:40:00 PM,019XX S KEDZIE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,true,false,1022,010,24,29,08B,1155336,1890250,2011,02/10/2018 03:50:01 PM,41.854649511,-87.705335883,"(41.854649511, -87.705335883)"
