"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN","TOBS"
"US1ILCK0036","41.886","-87.621","191.1","2008-05-22","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-23","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-24","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-25","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-26","0.38",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-27","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-28","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-29","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-30","0.03",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-05-31","0.25",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-01","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-02","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-03","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-06",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-07","0.03",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-08","0.25",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-11",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-12","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-13","0.15",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-16",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-17","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-18","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-21",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-22","0.05",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-23","0.30",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-24","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-25","0.01",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-26","0.09",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-29",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-06-30","0.24",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-01","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-02","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-03","0.02",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-06",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-07","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-10",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-11","0.60",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-12","0.59",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-13","0.01",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-14","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-15","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-16","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-17","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-20",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-21","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-22","0.15",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-23","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-24","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-27",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-28","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-07-31",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-01","0.19",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-02","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-05",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-06","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-07","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-08","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-10",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-11","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-12","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-13","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-14","0.16",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-15","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-16","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-17","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-18","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-19","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-20","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-21","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-22","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-23","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-24","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-25","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-26","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-27","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-30",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-08-31","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-01","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-04",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-05","2.54",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-06","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-07","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-08","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-09","1.13",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-10","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-13",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-14","2.10",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-15","1.49",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-16","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-17","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-18","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-21",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-22","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-25",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-26","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-27","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-09-30",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-01","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-02","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-03","0.14",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-06",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-07","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-08","1.62",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-09","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-12",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-13","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-14","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-15","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-18",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-19","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-22",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-23","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-24","0.26",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-27",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-28","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-29","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-30","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-10-31","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-01","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-04",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-07",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-08","0.02",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-09","0.01",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-10","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-11","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-12","0.23",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-13","0.06",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-14","0.09",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-15","0.04",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-16","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-19",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-20","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-21","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-22","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-23","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-24","0.06",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-25","0.01",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-26","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-27","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-28","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-11-30",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-01","0.47",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-04",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-05","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-06","0.10",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-07","0.01",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-08","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-09","0.62",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-12",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-13","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-16",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-17","0.25",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-18","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-20",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-23","0.02",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-26",,,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-27","0.63",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-28","0.88",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-29","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-30","0.00",,,,
"US1ILCK0036","41.886","-87.621","191.1","2008-12-31","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-06-26","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-06-27","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-06-28","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-06-29","0.04",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-06-30","0.08",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-01","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-02","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-03","0.43",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-04","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-05","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-06","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-07","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-08","0.08",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-09","0.68",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-10","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-11","0.48",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-12","0.32",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-13","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-14","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-15","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-16","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-17","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-18","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-19","0.04",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-20","0.64",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-21","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-22","0.01",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-24","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-25","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-26","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-27","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-28","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-29","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-30","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-07-31","0.07",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-01","0.83",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-02","0.28",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-03","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-04","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-05","3.35",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-06","0.17",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-07","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-08","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-09","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-10","0.83",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-11","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-12","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-13","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-14","0.03",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-15","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-16","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-17","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-18","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-19","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-20","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-21","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-22","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-23","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-24","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-25","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-26","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-27","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-28","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-29","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-30","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-08-31","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-01","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-02","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-03","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-05",,,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-06","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-07","0.09",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-08","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-09","1.07",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-10","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-11","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-12","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-13","3.70",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-14","2.35",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-15","1.66",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-16","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-17","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-18","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-19","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-20","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-21","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-22","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-23","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-24","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-25","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-26","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-27","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-28","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-29","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-09-30","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-01","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-02","0.14",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-03","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-04","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-05","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-06","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-07","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-09","0.64",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-10","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-11","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-12","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-13","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-14","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-15","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-17","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-18","0.55",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-19","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-20","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-23","0.15",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-24","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-25","0.57",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-26","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-27","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-28","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-29","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-30","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-10-31","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-11-02","0.31",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-11-03","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-11-04","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-11-05","0.00",,,,
"US1INLK0035","41.4559","-87.4412","221.9","2008-11-06","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-03-28","0.20",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-01","0.25",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-11","0.38",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-12","0.60",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-25","1.44",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-27","0.63",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-04-30","0.38",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-09","0.08",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-16","0.60",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-17","0.04",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-21","0.33",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-26","0.53",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-05-27","0.23",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-01","0.12",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-02","0.35",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-03","0.34",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-04","0.28",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-05","0.69",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-06","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-07","0.02",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-08","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-10","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-11","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-12","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-17","0.59",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-19","0.62",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-22","0.03",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-23","0.02",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-24","0.02",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-27","2.27",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-06-28","0.67",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-04","0.43",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-10","0.18",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-11","0.33",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-17","0.22",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-18","0.06",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-19","0.94",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-25","0.03",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-26","0.62",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-07-27","0.04",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-05","1.19",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-06","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-07","0.79",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-08","0.06",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-09","0.55",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-10","0.00",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-12","0.09",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-14","0.30",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-16","0.11",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-19","0.41",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-20","1.69",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-22","0.05",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-23","0.84",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-24","1.42",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-08-25","0.25",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-09-06","0.21",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-09-07","0.07",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-09-08","0.19",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-09-26","0.17",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-01","0.32",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-02","0.03",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-03","0.09",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-14","0.04",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-15","0.06",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-16","0.29",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-18","0.55",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-19","0.01",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-23","0.18",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-26","0.01",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-10-27","0.35",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-11-11","0.06",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-11-18","0.05",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-11-21","0.87",,,,
"US1ILCK0032","41.9266","-87.6562","185.9","2007-11-22","0.51",,,,
