gridId,geometry
196,"POLYGON ((-87.56699999999999 41.7401, -87.54819999999999 41.7401, -87.54819999999999 41.7257, -87.56699999999999 41.7257, -87.56699999999999 41.7401))"
197,"POLYGON ((-87.54819999999999 41.7401, -87.52930000000001 41.7401, -87.52930000000001 41.7257, -87.54819999999999 41.7257, -87.54819999999999 41.7401))"
198,"POLYGON ((-87.52930000000001 41.7401, -87.5104 41.7401, -87.5104 41.7257, -87.52930000000001 41.7257, -87.52930000000001 41.7401))"
199,"POLYGON ((-87.5104 41.7401, -87.49160000000001 41.7401, -87.49160000000001 41.7257, -87.5104 41.7257, -87.5104 41.7401))"
200,"POLYGON ((-87.49160000000001 41.7401, -87.4727 41.7401, -87.4727 41.7257, -87.49160000000001 41.7257, -87.49160000000001 41.7401))"
201,"POLYGON ((-87.9444 41.7546, -87.9255 41.7546, -87.9255 41.7401, -87.9444 41.7401, -87.9444 41.7546))"
202,"POLYGON ((-87.9255 41.7546, -87.9067 41.7546, -87.9067 41.7401, -87.9255 41.7401, -87.9255 41.7546))"
203,"POLYGON ((-87.9067 41.7546, -87.8878 41.7546, -87.8878 41.7401, -87.9067 41.7401, -87.9067 41.7546))"
204,"POLYGON ((-87.8878 41.7546, -87.8689 41.7546, -87.8689 41.7401, -87.8878 41.7401, -87.8878 41.7546))"
205,"POLYGON ((-87.8689 41.7546, -87.84999999999999 41.7546, -87.84999999999999 41.7401, -87.8689 41.7401, -87.8689 41.7546))"
206,"POLYGON ((-87.84999999999999 41.7546, -87.8312 41.7546, -87.8312 41.7401, -87.84999999999999 41.7401, -87.84999999999999 41.7546))"
207,"POLYGON ((-87.8312 41.7546, -87.81229999999999 41.7546, -87.81229999999999 41.7401, -87.8312 41.7401, -87.8312 41.7546))"
208,"POLYGON ((-87.81229999999999 41.7546, -87.79340000000001 41.7546, -87.79340000000001 41.7401, -87.81229999999999 41.7401, -87.81229999999999 41.7546))"
209,"POLYGON ((-87.79340000000001 41.7546, -87.77460000000001 41.7546, -87.77460000000001 41.7401, -87.79340000000001 41.7401, -87.79340000000001 41.7546))"
210,"POLYGON ((-87.77460000000001 41.7546, -87.7557 41.7546, -87.7557 41.7401, -87.77460000000001 41.7401, -87.77460000000001 41.7546))"
211,"POLYGON ((-87.7557 41.7546, -87.7368 41.7546, -87.7368 41.7401, -87.7557 41.7401, -87.7557 41.7546))"
212,"POLYGON ((-87.7368 41.7546, -87.718 41.7546, -87.718 41.7401, -87.7368 41.7401, -87.7368 41.7546))"
213,"POLYGON ((-87.718 41.7546, -87.6991 41.7546, -87.6991 41.7401, -87.718 41.7401, -87.718 41.7546))"
214,"POLYGON ((-87.6991 41.7546, -87.6802 41.7546, -87.6802 41.7401, -87.6991 41.7401, -87.6991 41.7546))"
215,"POLYGON ((-87.6802 41.7546, -87.6614 41.7546, -87.6614 41.7401, -87.6802 41.7401, -87.6802 41.7546))"
216,"POLYGON ((-87.6614 41.7546, -87.6425 41.7546, -87.6425 41.7401, -87.6614 41.7401, -87.6614 41.7546))"
217,"POLYGON ((-87.6425 41.7546, -87.6236 41.7546, -87.6236 41.7401, -87.6425 41.7401, -87.6425 41.7546))"
218,"POLYGON ((-87.6236 41.7546, -87.6048 41.7546, -87.6048 41.7401, -87.6236 41.7401, -87.6236 41.7546))"
219,"POLYGON ((-87.6048 41.7546, -87.5859 41.7546, -87.5859 41.7401, -87.6048 41.7401, -87.6048 41.7546))"
220,"POLYGON ((-87.5859 41.7546, -87.56699999999999 41.7546, -87.56699999999999 41.7401, -87.5859 41.7401, -87.5859 41.7546))"
221,"POLYGON ((-87.56699999999999 41.7546, -87.54819999999999 41.7546, -87.54819999999999 41.7401, -87.56699999999999 41.7401, -87.56699999999999 41.7546))"
222,"POLYGON ((-87.54819999999999 41.7546, -87.52930000000001 41.7546, -87.52930000000001 41.7401, -87.54819999999999 41.7401, -87.54819999999999 41.7546))"
223,"POLYGON ((-87.52930000000001 41.7546, -87.5104 41.7546, -87.5104 41.7401, -87.52930000000001 41.7401, -87.52930000000001 41.7546))"
224,"POLYGON ((-87.5104 41.7546, -87.49160000000001 41.7546, -87.49160000000001 41.7401, -87.5104 41.7401, -87.5104 41.7546))"
225,"POLYGON ((-87.49160000000001 41.7546, -87.4727 41.7546, -87.4727 41.7401, -87.49160000000001 41.7401, -87.49160000000001 41.7546))"
226,"POLYGON ((-87.9444 41.7691, -87.9255 41.7691, -87.9255 41.7546, -87.9444 41.7546, -87.9444 41.7691))"
227,"POLYGON ((-87.9255 41.7691, -87.9067 41.7691, -87.9067 41.7546, -87.9255 41.7546, -87.9255 41.7691))"
228,"POLYGON ((-87.9067 41.7691, -87.8878 41.7691, -87.8878 41.7546, -87.9067 41.7546, -87.9067 41.7691))"
229,"POLYGON ((-87.8878 41.7691, -87.8689 41.7691, -87.8689 41.7546, -87.8878 41.7546, -87.8878 41.7691))"
230,"POLYGON ((-87.8689 41.7691, -87.84999999999999 41.7691, -87.84999999999999 41.7546, -87.8689 41.7546, -87.8689 41.7691))"
231,"POLYGON ((-87.84999999999999 41.7691, -87.8312 41.7691, -87.8312 41.7546, -87.84999999999999 41.7546, -87.84999999999999 41.7691))"
232,"POLYGON ((-87.8312 41.7691, -87.81229999999999 41.7691, -87.81229999999999 41.7546, -87.8312 41.7546, -87.8312 41.7691))"
233,"POLYGON ((-87.81229999999999 41.7691, -87.79340000000001 41.7691, -87.79340000000001 41.7546, -87.81229999999999 41.7546, -87.81229999999999 41.7691))"
234,"POLYGON ((-87.79340000000001 41.7691, -87.77460000000001 41.7691, -87.77460000000001 41.7546, -87.79340000000001 41.7546, -87.79340000000001 41.7691))"
235,"POLYGON ((-87.77460000000001 41.7691, -87.7557 41.7691, -87.7557 41.7546, -87.77460000000001 41.7546, -87.77460000000001 41.7691))"
236,"POLYGON ((-87.7557 41.7691, -87.7368 41.7691, -87.7368 41.7546, -87.7557 41.7546, -87.7557 41.7691))"
237,"POLYGON ((-87.7368 41.7691, -87.718 41.7691, -87.718 41.7546, -87.7368 41.7546, -87.7368 41.7691))"
238,"POLYGON ((-87.718 41.7691, -87.6991 41.7691, -87.6991 41.7546, -87.718 41.7546, -87.718 41.7691))"
239,"POLYGON ((-87.6991 41.7691, -87.6802 41.7691, -87.6802 41.7546, -87.6991 41.7546, -87.6991 41.7691))"
240,"POLYGON ((-87.6802 41.7691, -87.6614 41.7691, -87.6614 41.7546, -87.6802 41.7546, -87.6802 41.7691))"
241,"POLYGON ((-87.6614 41.7691, -87.6425 41.7691, -87.6425 41.7546, -87.6614 41.7546, -87.6614 41.7691))"
242,"POLYGON ((-87.6425 41.7691, -87.6236 41.7691, -87.6236 41.7546, -87.6425 41.7546, -87.6425 41.7691))"
243,"POLYGON ((-87.6236 41.7691, -87.6048 41.7691, -87.6048 41.7546, -87.6236 41.7546, -87.6236 41.7691))"
244,"POLYGON ((-87.6048 41.7691, -87.5859 41.7691, -87.5859 41.7546, -87.6048 41.7546, -87.6048 41.7691))"
245,"POLYGON ((-87.5859 41.7691, -87.56699999999999 41.7691, -87.56699999999999 41.7546, -87.5859 41.7546, -87.5859 41.7691))"
246,"POLYGON ((-87.56699999999999 41.7691, -87.54819999999999 41.7691, -87.54819999999999 41.7546, -87.56699999999999 41.7546, -87.56699999999999 41.7691))"
247,"POLYGON ((-87.54819999999999 41.7691, -87.52930000000001 41.7691, -87.52930000000001 41.7546, -87.54819999999999 41.7546, -87.54819999999999 41.7691))"
248,"POLYGON ((-87.52930000000001 41.7691, -87.5104 41.7691, -87.5104 41.7546, -87.52930000000001 41.7546, -87.52930000000001 41.7691))"
249,"POLYGON ((-87.5104 41.7691, -87.49160000000001 41.7691, -87.49160000000001 41.7546, -87.5104 41.7546, -87.5104 41.7691))"
250,"POLYGON ((-87.49160000000001 41.7691, -87.4727 41.7691, -87.4727 41.7546, -87.49160000000001 41.7546, -87.49160000000001 41.7691))"
251,"POLYGON ((-87.9444 41.7836, -87.9255 41.7836, -87.9255 41.7691, -87.9444 41.7691, -87.9444 41.7836))"
252,"POLYGON ((-87.9255 41.7836, -87.9067 41.7836, -87.9067 41.7691, -87.9255 41.7691, -87.9255 41.7836))"
253,"POLYGON ((-87.9067 41.7836, -87.8878 41.7836, -87.8878 41.7691, -87.9067 41.7691, -87.9067 41.7836))"
254,"POLYGON ((-87.8878 41.7836, -87.8689 41.7836, -87.8689 41.7691, -87.8878 41.7691, -87.8878 41.7836))"
255,"POLYGON ((-87.8689 41.7836, -87.84999999999999 41.7836, -87.84999999999999 41.7691, -87.8689 41.7691, -87.8689 41.7836))"
256,"POLYGON ((-87.84999999999999 41.7836, -87.8312 41.7836, -87.8312 41.7691, -87.84999999999999 41.7691, -87.84999999999999 41.7836))"
257,"POLYGON ((-87.8312 41.7836, -87.81229999999999 41.7836, -87.81229999999999 41.7691, -87.8312 41.7691, -87.8312 41.7836))"
258,"POLYGON ((-87.81229999999999 41.7836, -87.79340000000001 41.7836, -87.79340000000001 41.7691, -87.81229999999999 41.7691, -87.81229999999999 41.7836))"
259,"POLYGON ((-87.79340000000001 41.7836, -87.77460000000001 41.7836, -87.77460000000001 41.7691, -87.79340000000001 41.7691, -87.79340000000001 41.7836))"
260,"POLYGON ((-87.77460000000001 41.7836, -87.7557 41.7836, -87.7557 41.7691, -87.77460000000001 41.7691, -87.77460000000001 41.7836))"
261,"POLYGON ((-87.7557 41.7836, -87.7368 41.7836, -87.7368 41.7691, -87.7557 41.7691, -87.7557 41.7836))"
262,"POLYGON ((-87.7368 41.7836, -87.718 41.7836, -87.718 41.7691, -87.7368 41.7691, -87.7368 41.7836))"
263,"POLYGON ((-87.718 41.7836, -87.6991 41.7836, -87.6991 41.7691, -87.718 41.7691, -87.718 41.7836))"
264,"POLYGON ((-87.6991 41.7836, -87.6802 41.7836, -87.6802 41.7691, -87.6991 41.7691, -87.6991 41.7836))"
265,"POLYGON ((-87.6802 41.7836, -87.6614 41.7836, -87.6614 41.7691, -87.6802 41.7691, -87.6802 41.7836))"
266,"POLYGON ((-87.6614 41.7836, -87.6425 41.7836, -87.6425 41.7691, -87.6614 41.7691, -87.6614 41.7836))"
267,"POLYGON ((-87.6425 41.7836, -87.6236 41.7836, -87.6236 41.7691, -87.6425 41.7691, -87.6425 41.7836))"
268,"POLYGON ((-87.6236 41.7836, -87.6048 41.7836, -87.6048 41.7691, -87.6236 41.7691, -87.6236 41.7836))"
269,"POLYGON ((-87.6048 41.7836, -87.5859 41.7836, -87.5859 41.7691, -87.6048 41.7691, -87.6048 41.7836))"
270,"POLYGON ((-87.5859 41.7836, -87.56699999999999 41.7836, -87.56699999999999 41.7691, -87.5859 41.7691, -87.5859 41.7836))"
271,"POLYGON ((-87.56699999999999 41.7836, -87.54819999999999 41.7836, -87.54819999999999 41.7691, -87.56699999999999 41.7691, -87.56699999999999 41.7836))"
272,"POLYGON ((-87.54819999999999 41.7836, -87.52930000000001 41.7836, -87.52930000000001 41.7691, -87.54819999999999 41.7691, -87.54819999999999 41.7836))"
273,"POLYGON ((-87.52930000000001 41.7836, -87.5104 41.7836, -87.5104 41.7691, -87.52930000000001 41.7691, -87.52930000000001 41.7836))"
274,"POLYGON ((-87.5104 41.7836, -87.49160000000001 41.7836, -87.49160000000001 41.7691, -87.5104 41.7691, -87.5104 41.7836))"
275,"POLYGON ((-87.49160000000001 41.7836, -87.4727 41.7836, -87.4727 41.7691, -87.49160000000001 41.7691, -87.49160000000001 41.7836))"
276,"POLYGON ((-87.9444 41.7981, -87.9255 41.7981, -87.9255 41.7836, -87.9444 41.7836, -87.9444 41.7981))"
277,"POLYGON ((-87.9255 41.7981, -87.9067 41.7981, -87.9067 41.7836, -87.9255 41.7836, -87.9255 41.7981))"
278,"POLYGON ((-87.9067 41.7981, -87.8878 41.7981, -87.8878 41.7836, -87.9067 41.7836, -87.9067 41.7981))"
279,"POLYGON ((-87.8878 41.7981, -87.8689 41.7981, -87.8689 41.7836, -87.8878 41.7836, -87.8878 41.7981))"
280,"POLYGON ((-87.8689 41.7981, -87.84999999999999 41.7981, -87.84999999999999 41.7836, -87.8689 41.7836, -87.8689 41.7981))"
281,"POLYGON ((-87.84999999999999 41.7981, -87.8312 41.7981, -87.8312 41.7836, -87.84999999999999 41.7836, -87.84999999999999 41.7981))"
282,"POLYGON ((-87.8312 41.7981, -87.81229999999999 41.7981, -87.81229999999999 41.7836, -87.8312 41.7836, -87.8312 41.7981))"
283,"POLYGON ((-87.81229999999999 41.7981, -87.79340000000001 41.7981, -87.79340000000001 41.7836, -87.81229999999999 41.7836, -87.81229999999999 41.7981))"
284,"POLYGON ((-87.79340000000001 41.7981, -87.77460000000001 41.7981, -87.77460000000001 41.7836, -87.79340000000001 41.7836, -87.79340000000001 41.7981))"
285,"POLYGON ((-87.77460000000001 41.7981, -87.7557 41.7981, -87.7557 41.7836, -87.77460000000001 41.7836, -87.77460000000001 41.7981))"
286,"POLYGON ((-87.7557 41.7981, -87.7368 41.7981, -87.7368 41.7836, -87.7557 41.7836, -87.7557 41.7981))"
287,"POLYGON ((-87.7368 41.7981, -87.718 41.7981, -87.718 41.7836, -87.7368 41.7836, -87.7368 41.7981))"
288,"POLYGON ((-87.718 41.7981, -87.6991 41.7981, -87.6991 41.7836, -87.718 41.7836, -87.718 41.7981))"
289,"POLYGON ((-87.6991 41.7981, -87.6802 41.7981, -87.6802 41.7836, -87.6991 41.7836, -87.6991 41.7981))"
290,"POLYGON ((-87.6802 41.7981, -87.6614 41.7981, -87.6614 41.7836, -87.6802 41.7836, -87.6802 41.7981))"
291,"POLYGON ((-87.6614 41.7981, -87.6425 41.7981, -87.6425 41.7836, -87.6614 41.7836, -87.6614 41.7981))"
292,"POLYGON ((-87.6425 41.7981, -87.6236 41.7981, -87.6236 41.7836, -87.6425 41.7836, -87.6425 41.7981))"
293,"POLYGON ((-87.6236 41.7981, -87.6048 41.7981, -87.6048 41.7836, -87.6236 41.7836, -87.6236 41.7981))"
294,"POLYGON ((-87.6048 41.7981, -87.5859 41.7981, -87.5859 41.7836, -87.6048 41.7836, -87.6048 41.7981))"
295,"POLYGON ((-87.5859 41.7981, -87.56699999999999 41.7981, -87.56699999999999 41.7836, -87.5859 41.7836, -87.5859 41.7981))"
296,"POLYGON ((-87.56699999999999 41.7981, -87.54819999999999 41.7981, -87.54819999999999 41.7836, -87.56699999999999 41.7836, -87.56699999999999 41.7981))"
297,"POLYGON ((-87.54819999999999 41.7981, -87.52930000000001 41.7981, -87.52930000000001 41.7836, -87.54819999999999 41.7836, -87.54819999999999 41.7981))"
298,"POLYGON ((-87.52930000000001 41.7981, -87.5104 41.7981, -87.5104 41.7836, -87.52930000000001 41.7836, -87.52930000000001 41.7981))"
299,"POLYGON ((-87.5104 41.7981, -87.49160000000001 41.7981, -87.49160000000001 41.7836, -87.5104 41.7836, -87.5104 41.7981))"
300,"POLYGON ((-87.49160000000001 41.7981, -87.4727 41.7981, -87.4727 41.7836, -87.49160000000001 41.7836, -87.49160000000001 41.7981))"
301,"POLYGON ((-87.9444 41.8126, -87.9255 41.8126, -87.9255 41.7981, -87.9444 41.7981, -87.9444 41.8126))"
302,"POLYGON ((-87.9255 41.8126, -87.9067 41.8126, -87.9067 41.7981, -87.9255 41.7981, -87.9255 41.8126))"
303,"POLYGON ((-87.9067 41.8126, -87.8878 41.8126, -87.8878 41.7981, -87.9067 41.7981, -87.9067 41.8126))"
304,"POLYGON ((-87.8878 41.8126, -87.8689 41.8126, -87.8689 41.7981, -87.8878 41.7981, -87.8878 41.8126))"
305,"POLYGON ((-87.8689 41.8126, -87.84999999999999 41.8126, -87.84999999999999 41.7981, -87.8689 41.7981, -87.8689 41.8126))"
306,"POLYGON ((-87.84999999999999 41.8126, -87.8312 41.8126, -87.8312 41.7981, -87.84999999999999 41.7981, -87.84999999999999 41.8126))"
307,"POLYGON ((-87.8312 41.8126, -87.81229999999999 41.8126, -87.81229999999999 41.7981, -87.8312 41.7981, -87.8312 41.8126))"
308,"POLYGON ((-87.81229999999999 41.8126, -87.79340000000001 41.8126, -87.79340000000001 41.7981, -87.81229999999999 41.7981, -87.81229999999999 41.8126))"
309,"POLYGON ((-87.79340000000001 41.8126, -87.77460000000001 41.8126, -87.77460000000001 41.7981, -87.79340000000001 41.7981, -87.79340000000001 41.8126))"
310,"POLYGON ((-87.77460000000001 41.8126, -87.7557 41.8126, -87.7557 41.7981, -87.77460000000001 41.7981, -87.77460000000001 41.8126))"
311,"POLYGON ((-87.7557 41.8126, -87.7368 41.8126, -87.7368 41.7981, -87.7557 41.7981, -87.7557 41.8126))"
312,"POLYGON ((-87.7368 41.8126, -87.718 41.8126, -87.718 41.7981, -87.7368 41.7981, -87.7368 41.8126))"
313,"POLYGON ((-87.718 41.8126, -87.6991 41.8126, -87.6991 41.7981, -87.718 41.7981, -87.718 41.8126))"
314,"POLYGON ((-87.6991 41.8126, -87.6802 41.8126, -87.6802 41.7981, -87.6991 41.7981, -87.6991 41.8126))"
315,"POLYGON ((-87.6802 41.8126, -87.6614 41.8126, -87.6614 41.7981, -87.6802 41.7981, -87.6802 41.8126))"
316,"POLYGON ((-87.6614 41.8126, -87.6425 41.8126, -87.6425 41.7981, -87.6614 41.7981, -87.6614 41.8126))"
317,"POLYGON ((-87.6425 41.8126, -87.6236 41.8126, -87.6236 41.7981, -87.6425 41.7981, -87.6425 41.8126))"
318,"POLYGON ((-87.6236 41.8126, -87.6048 41.8126, -87.6048 41.7981, -87.6236 41.7981, -87.6236 41.8126))"
319,"POLYGON ((-87.6048 41.8126, -87.5859 41.8126, -87.5859 41.7981, -87.6048 41.7981, -87.6048 41.8126))"
320,"POLYGON ((-87.5859 41.8126, -87.56699999999999 41.8126, -87.56699999999999 41.7981, -87.5859 41.7981, -87.5859 41.8126))"
321,"POLYGON ((-87.56699999999999 41.8126, -87.54819999999999 41.8126, -87.54819999999999 41.7981, -87.56699999999999 41.7981, -87.56699999999999 41.8126))"
322,"POLYGON ((-87.54819999999999 41.8126, -87.52930000000001 41.8126, -87.52930000000001 41.7981, -87.54819999999999 41.7981, -87.54819999999999 41.8126))"
323,"POLYGON ((-87.52930000000001 41.8126, -87.5104 41.8126, -87.5104 41.7981, -87.52930000000001 41.7981, -87.52930000000001 41.8126))"
324,"POLYGON ((-87.5104 41.8126, -87.49160000000001 41.8126, -87.49160000000001 41.7981, -87.5104 41.7981, -87.5104 41.8126))"
325,"POLYGON ((-87.49160000000001 41.8126, -87.4727 41.8126, -87.4727 41.7981, -87.49160000000001 41.7981, -87.49160000000001 41.8126))"
326,"POLYGON ((-87.9444 41.8271, -87.9255 41.8271, -87.9255 41.8126, -87.9444 41.8126, -87.9444 41.8271))"
327,"POLYGON ((-87.9255 41.8271, -87.9067 41.8271, -87.9067 41.8126, -87.9255 41.8126, -87.9255 41.8271))"
328,"POLYGON ((-87.9067 41.8271, -87.8878 41.8271, -87.8878 41.8126, -87.9067 41.8126, -87.9067 41.8271))"
329,"POLYGON ((-87.8878 41.8271, -87.8689 41.8271, -87.8689 41.8126, -87.8878 41.8126, -87.8878 41.8271))"
330,"POLYGON ((-87.8689 41.8271, -87.84999999999999 41.8271, -87.84999999999999 41.8126, -87.8689 41.8126, -87.8689 41.8271))"
331,"POLYGON ((-87.84999999999999 41.8271, -87.8312 41.8271, -87.8312 41.8126, -87.84999999999999 41.8126, -87.84999999999999 41.8271))"
332,"POLYGON ((-87.8312 41.8271, -87.81229999999999 41.8271, -87.81229999999999 41.8126, -87.8312 41.8126, -87.8312 41.8271))"
333,"POLYGON ((-87.81229999999999 41.8271, -87.79340000000001 41.8271, -87.79340000000001 41.8126, -87.81229999999999 41.8126, -87.81229999999999 41.8271))"
334,"POLYGON ((-87.79340000000001 41.8271, -87.77460000000001 41.8271, -87.77460000000001 41.8126, -87.79340000000001 41.8126, -87.79340000000001 41.8271))"
335,"POLYGON ((-87.77460000000001 41.8271, -87.7557 41.8271, -87.7557 41.8126, -87.77460000000001 41.8126, -87.77460000000001 41.8271))"
336,"POLYGON ((-87.7557 41.8271, -87.7368 41.8271, -87.7368 41.8126, -87.7557 41.8126, -87.7557 41.8271))"
337,"POLYGON ((-87.7368 41.8271, -87.718 41.8271, -87.718 41.8126, -87.7368 41.8126, -87.7368 41.8271))"
338,"POLYGON ((-87.718 41.8271, -87.6991 41.8271, -87.6991 41.8126, -87.718 41.8126, -87.718 41.8271))"
339,"POLYGON ((-87.6991 41.8271, -87.6802 41.8271, -87.6802 41.8126, -87.6991 41.8126, -87.6991 41.8271))"
340,"POLYGON ((-87.6802 41.8271, -87.6614 41.8271, -87.6614 41.8126, -87.6802 41.8126, -87.6802 41.8271))"
341,"POLYGON ((-87.6614 41.8271, -87.6425 41.8271, -87.6425 41.8126, -87.6614 41.8126, -87.6614 41.8271))"
342,"POLYGON ((-87.6425 41.8271, -87.6236 41.8271, -87.6236 41.8126, -87.6425 41.8126, -87.6425 41.8271))"
343,"POLYGON ((-87.6236 41.8271, -87.6048 41.8271, -87.6048 41.8126, -87.6236 41.8126, -87.6236 41.8271))"
344,"POLYGON ((-87.6048 41.8271, -87.5859 41.8271, -87.5859 41.8126, -87.6048 41.8126, -87.6048 41.8271))"
345,"POLYGON ((-87.5859 41.8271, -87.56699999999999 41.8271, -87.56699999999999 41.8126, -87.5859 41.8126, -87.5859 41.8271))"
346,"POLYGON ((-87.56699999999999 41.8271, -87.54819999999999 41.8271, -87.54819999999999 41.8126, -87.56699999999999 41.8126, -87.56699999999999 41.8271))"
347,"POLYGON ((-87.54819999999999 41.8271, -87.52930000000001 41.8271, -87.52930000000001 41.8126, -87.54819999999999 41.8126, -87.54819999999999 41.8271))"
348,"POLYGON ((-87.52930000000001 41.8271, -87.5104 41.8271, -87.5104 41.8126, -87.52930000000001 41.8126, -87.52930000000001 41.8271))"
349,"POLYGON ((-87.5104 41.8271, -87.49160000000001 41.8271, -87.49160000000001 41.8126, -87.5104 41.8126, -87.5104 41.8271))"
350,"POLYGON ((-87.49160000000001 41.8271, -87.4727 41.8271, -87.4727 41.8126, -87.49160000000001 41.8126, -87.49160000000001 41.8271))"
351,"POLYGON ((-87.9444 41.8416, -87.9255 41.8416, -87.9255 41.8271, -87.9444 41.8271, -87.9444 41.8416))"
352,"POLYGON ((-87.9255 41.8416, -87.9067 41.8416, -87.9067 41.8271, -87.9255 41.8271, -87.9255 41.8416))"
353,"POLYGON ((-87.9067 41.8416, -87.8878 41.8416, -87.8878 41.8271, -87.9067 41.8271, -87.9067 41.8416))"
354,"POLYGON ((-87.8878 41.8416, -87.8689 41.8416, -87.8689 41.8271, -87.8878 41.8271, -87.8878 41.8416))"
355,"POLYGON ((-87.8689 41.8416, -87.84999999999999 41.8416, -87.84999999999999 41.8271, -87.8689 41.8271, -87.8689 41.8416))"
356,"POLYGON ((-87.84999999999999 41.8416, -87.8312 41.8416, -87.8312 41.8271, -87.84999999999999 41.8271, -87.84999999999999 41.8416))"
357,"POLYGON ((-87.8312 41.8416, -87.81229999999999 41.8416, -87.81229999999999 41.8271, -87.8312 41.8271, -87.8312 41.8416))"
358,"POLYGON ((-87.81229999999999 41.8416, -87.79340000000001 41.8416, -87.79340000000001 41.8271, -87.81229999999999 41.8271, -87.81229999999999 41.8416))"
359,"POLYGON ((-87.79340000000001 41.8416, -87.77460000000001 41.8416, -87.77460000000001 41.8271, -87.79340000000001 41.8271, -87.79340000000001 41.8416))"
360,"POLYGON ((-87.77460000000001 41.8416, -87.7557 41.8416, -87.7557 41.8271, -87.77460000000001 41.8271, -87.77460000000001 41.8416))"
361,"POLYGON ((-87.7557 41.8416, -87.7368 41.8416, -87.7368 41.8271, -87.7557 41.8271, -87.7557 41.8416))"
362,"POLYGON ((-87.7368 41.8416, -87.718 41.8416, -87.718 41.8271, -87.7368 41.8271, -87.7368 41.8416))"
363,"POLYGON ((-87.718 41.8416, -87.6991 41.8416, -87.6991 41.8271, -87.718 41.8271, -87.718 41.8416))"
364,"POLYGON ((-87.6991 41.8416, -87.6802 41.8416, -87.6802 41.8271, -87.6991 41.8271, -87.6991 41.8416))"
365,"POLYGON ((-87.6802 41.8416, -87.6614 41.8416, -87.6614 41.8271, -87.6802 41.8271, -87.6802 41.8416))"
366,"POLYGON ((-87.6614 41.8416, -87.6425 41.8416, -87.6425 41.8271, -87.6614 41.8271, -87.6614 41.8416))"
367,"POLYGON ((-87.6425 41.8416, -87.6236 41.8416, -87.6236 41.8271, -87.6425 41.8271, -87.6425 41.8416))"
368,"POLYGON ((-87.6236 41.8416, -87.6048 41.8416, -87.6048 41.8271, -87.6236 41.8271, -87.6236 41.8416))"
369,"POLYGON ((-87.6048 41.8416, -87.5859 41.8416, -87.5859 41.8271, -87.6048 41.8271, -87.6048 41.8416))"
370,"POLYGON ((-87.5859 41.8416, -87.56699999999999 41.8416, -87.56699999999999 41.8271, -87.5859 41.8271, -87.5859 41.8416))"
371,"POLYGON ((-87.56699999999999 41.8416, -87.54819999999999 41.8416, -87.54819999999999 41.8271, -87.56699999999999 41.8271, -87.56699999999999 41.8416))"
372,"POLYGON ((-87.54819999999999 41.8416, -87.52930000000001 41.8416, -87.52930000000001 41.8271, -87.54819999999999 41.8271, -87.54819999999999 41.8416))"
373,"POLYGON ((-87.52930000000001 41.8416, -87.5104 41.8416, -87.5104 41.8271, -87.52930000000001 41.8271, -87.52930000000001 41.8416))"
374,"POLYGON ((-87.5104 41.8416, -87.49160000000001 41.8416, -87.49160000000001 41.8271, -87.5104 41.8271, -87.5104 41.8416))"
375,"POLYGON ((-87.49160000000001 41.8416, -87.4727 41.8416, -87.4727 41.8271, -87.49160000000001 41.8271, -87.49160000000001 41.8416))"
376,"POLYGON ((-87.9444 41.8561, -87.9255 41.8561, -87.9255 41.8416, -87.9444 41.8416, -87.9444 41.8561))"
377,"POLYGON ((-87.9255 41.8561, -87.9067 41.8561, -87.9067 41.8416, -87.9255 41.8416, -87.9255 41.8561))"
378,"POLYGON ((-87.9067 41.8561, -87.8878 41.8561, -87.8878 41.8416, -87.9067 41.8416, -87.9067 41.8561))"
379,"POLYGON ((-87.8878 41.8561, -87.8689 41.8561, -87.8689 41.8416, -87.8878 41.8416, -87.8878 41.8561))"
380,"POLYGON ((-87.8689 41.8561, -87.84999999999999 41.8561, -87.84999999999999 41.8416, -87.8689 41.8416, -87.8689 41.8561))"
381,"POLYGON ((-87.84999999999999 41.8561, -87.8312 41.8561, -87.8312 41.8416, -87.84999999999999 41.8416, -87.84999999999999 41.8561))"
382,"POLYGON ((-87.8312 41.8561, -87.81229999999999 41.8561, -87.81229999999999 41.8416, -87.8312 41.8416, -87.8312 41.8561))"
383,"POLYGON ((-87.81229999999999 41.8561, -87.79340000000001 41.8561, -87.79340000000001 41.8416, -87.81229999999999 41.8416, -87.81229999999999 41.8561))"
384,"POLYGON ((-87.79340000000001 41.8561, -87.77460000000001 41.8561, -87.77460000000001 41.8416, -87.79340000000001 41.8416, -87.79340000000001 41.8561))"
385,"POLYGON ((-87.77460000000001 41.8561, -87.7557 41.8561, -87.7557 41.8416, -87.77460000000001 41.8416, -87.77460000000001 41.8561))"
386,"POLYGON ((-87.7557 41.8561, -87.7368 41.8561, -87.7368 41.8416, -87.7557 41.8416, -87.7557 41.8561))"
387,"POLYGON ((-87.7368 41.8561, -87.718 41.8561, -87.718 41.8416, -87.7368 41.8416, -87.7368 41.8561))"
388,"POLYGON ((-87.718 41.8561, -87.6991 41.8561, -87.6991 41.8416, -87.718 41.8416, -87.718 41.8561))"
389,"POLYGON ((-87.6991 41.8561, -87.6802 41.8561, -87.6802 41.8416, -87.6991 41.8416, -87.6991 41.8561))"
390,"POLYGON ((-87.6802 41.8561, -87.6614 41.8561, -87.6614 41.8416, -87.6802 41.8416, -87.6802 41.8561))"
